869921,1
352625,0
118597,1
819555,1
459854,0
548899,1
717866,0
666138,0
992835,0
727293,0
562584,0
922285,1
236769,0
881363,0
914284,1
284998,1
998887,1
994888,1
334552,0
216851,0
525631,0
694794,0
812956,0
159919,0
957246,0
733332,0
829511,1
482899,1
388956,0
535732,0
974888,1
697912,0
913681,0
143932,0
753187,0
637849,0
947694,0
292118,1
963338,0
192355,0
924981,1
143978,0
978882,1
489611,0
198148,1
519397,0
254186,0
883859,1
629711,0
675452,0
555132,0
385151,0
164198,0
923483,1
238793,0
568694,1
585216,0
984546,0
967794,0
828296,1
375315,0
772151,0
587425,0
192556,0
424899,1
735872,0
542634,0
288195,1
129987,0
957782,1
197631,0
438636,0
829129,1
338869,1
789172,0
572726,0
538124,0
587948,1
782948,1
734174,0
127165,0
951553,0
265994,0
379964,0
323869,1
422914,0
987419,0
923883,1
568652,0
535897,0
718797,1
146652,0
696894,0
436166,0
839657,1
518512,0
482396,0
211494,0
651938,0
339675,0
156379,0
982123,0
262412,0
141949,0
299672,0
975764,0
675951,0
423481,0
739333,0
869634,1
151716,0
252493,0
491518,1
434748,0
378652,0
435861,0
924596,0
297326,0
418118,0
859355,0
946983,1
979484,1
541457,0
777459,0
973542,0
934836,0
154757,0
819763,1
193538,1
636821,0
224317,0
896148,1
596966,0
438114,0
977837,0
993659,0
884948,1
333534,0
995135,0
899573,1
834878,0
999188,1
698572,0
581145,0
617829,1
842138,0
983919,1
299888,0
624971,0
986483,1
677369,0
696348,1
445862,0
124221,0
582921,1
759785,0
623944,0
157349,0
532619,0
913421,0
544624,0
554617,0
636729,0
993636,0
743957,0
168395,1
829777,1
794958,1
646831,0
838685,0
348869,1
273261,0
983925,1
785659,0
731444,0
112553,0
961574,0
897139,0
787912,1
218197,0
486877,0
713465,0
778418,0
859242,1
256824,0
154556,0
716177,0
688893,1
531946,0
775637,0
769885,0
293498,0
685914,1
251598,0
722769,0
745969,0
659376,0
334299,0
987163,0
776558,0
888121,0
471889,0
784773,0
526523,0
656889,1
643163,0
848996,0
972981,1
137191,0
842391,0
637547,0
919768,0
894863,0
899321,1
157234,0
181859,1
765763,0
541722,0
449187,0
996869,1
537853,0
188994,0
635565,0
179955,0
495215,0
517726,0
991525,0
534639,0
818574,0
361774,0
315173,0
699787,0
726533,0
338798,1
589715,0
163489,0
635256,0
339291,0
168143,0
949755,0
594183,0
614922,0
217675,0
474627,0
144282,0
619373,0
752234,0
235526,0
335849,0
829321,0
317855,0
714648,0
696628,0
176365,0
668892,0
913383,1
436968,0
355489,0
154266,0
821387,0
156371,0
782449,0
275896,0
899931,1
752919,0
541258,0
144648,0
447918,0
326518,0
785974,1
818795,0
395778,1
167648,0
862854,0
387664,0
284146,0
599595,0
987947,1
972442,0
899276,1
528698,1
545266,0
191257,0
911681,1
384635,0
266925,0
616889,1
763769,0
753174,0
659151,0
464731,0
159883,0
721983,0
784992,1
163869,0
828599,1
581977,1
921789,1
769277,0
318291,0
468853,0
155894,0
819218,1
883594,0
936979,0
172434,0
526867,0
839926,1
899841,0
291795,0
426971,0
648427,0
354362,0
436725,0
342367,0
594648,1
327728,0
195833,0
398889,0
667149,0
918286,1
233116,0
918282,1
973748,0
624476,0
867486,0
696918,0
823718,0
842269,0
568764,0
352558,0
582829,1
232128,0
896418,1
978681,1
346311,0
919285,1
462646,0
283937,1
695818,1
392967,0
853293,0
547539,0
617645,0
819126,0
277757,0
714258,0
484695,0
758298,1
889577,1
239362,0
893945,0
836441,0
275645,0
947313,0
178693,1
828849,1
816996,0
535966,0
742696,0
939161,0
531413,0
398792,1
799744,0
982974,1
922783,1
799881,0
141955,0
825647,0
184424,0
763545,0
279879,1
394133,0
888468,0
285962,1
469453,0
587798,0
248469,0
533977,0
224767,0
454845,0
269982,0
415313,0
674659,0
899573,1
365858,0
759951,0
415829,1
233494,0
737756,0
536156,0
381728,0
435461,0
937928,0
914433,0
448429,0
124832,0
741385,0
823214,0
425379,0
462697,0
186352,0
441263,0
957777,0
782137,0
548697,1
844969,0
811455,0
819856,1
835819,1
553747,0
147521,0
633164,0
289423,0
849296,0
667931,0
611224,0
148545,0
956178,0
277448,0
512868,0
496193,0
879151,1
812271,0
132849,1
659316,0
351279,0
783823,0
859548,1
928684,1
594121,0
339456,0
955988,1
291487,0
939737,0
167341,0
397438,1
979959,0
515139,0
189938,1
129215,0
242921,0
934312,0
899368,1
915482,1
263924,0
692475,0
539394,0
658354,0
492838,1
299113,0
596558,0
869854,0
894792,0
559651,0
653799,0
979986,1
413429,0
576286,0
979119,0
495848,1
693234,0
142873,0
731882,0
366764,0
169619,0
946586,1
946237,0
646561,0
221785,0
744217,0
559579,0
418793,0
427677,0
566226,0
733819,1
652936,0
668692,1
762187,0
889171,0
395818,0
826819,1
574813,0
992218,1
392376,0
429975,0
438693,0
861245,0
175829,1
921885,0
668994,1
343488,0
395185,0
879225,1
387912,1
314566,0
954891,0
161962,0
467757,0
247541,0
614354,0
879544,1
135124,0
859448,0
523675,0
839254,1
548592,1
259234,0
565643,0
845633,0
174621,0
859661,1
511554,0
345342,0
471879,1
568599,1
941115,0
618493,1
644877,0
623435,0
716131,0
515678,0
685948,1
351275,0
662472,0
199748,1
574231,0
856316,0
184539,0
355623,0
552643,0
489333,0
752161,0
687951,1
998498,1
466953,0
324317,0
797145,0
354819,1
495997,0
298296,0
522275,0
521652,0
231312,0
795478,1
538849,1
735828,0
954778,0
531749,0
599938,1
159738,0
977586,1
199668,1
458298,1
859763,1
947899,1
899388,1
517656,0
296414,0
435772,0
299968,1
484799,0
994917,0
535835,0
656962,0
221623,0
717141,0
165318,0
395278,1
384639,0
719869,1
538598,1
289291,0
695244,0
893228,1
246883,0
243971,0
712695,0
964587,1
212312,0
913111,0
567855,0
277161,0
647915,0
536447,0
627788,0
232938,0
768559,0
881695,0
724929,0
159235,0
981449,0
199188,1
896598,0
459762,0
553264,0
352797,0
487937,1
459492,0
245439,0
811651,0
536524,0
969446,0
588911,1
711362,0
893234,0
244374,0
585255,0
498378,1
142792,0
388738,0
774938,0
249224,0
878945,0
321578,0
734671,0
213355,0
469452,0
629398,0
913622,0
778935,0
849794,0
598958,1
636839,0
822962,0
341151,0
434813,0
824849,1
999776,0
881823,0
171156,0
853231,0
969785,1
497454,0
699378,0
885413,0
571667,0
228947,0
318698,1
812839,0
556975,0
341123,0
859943,1
157588,0
992649,0
619688,0
959147,0
326764,0
962583,1
431816,0
576864,0
418536,0
793172,0
889549,0
734113,0
791643,0
126892,0
291928,1
576147,0
133197,0
622899,1
981683,1
994581,1
634152,0
192158,1
922938,0
989289,1
221625,0
921221,0
112659,0
861641,0
934245,0
218228,0
849681,1
972534,0
561856,0
248818,0
368853,0
696383,0
137316,0
594178,1
672824,0
328213,0
869348,1
863935,0
625485,0
558183,0
222265,0
596593,0
896887,0
839483,1
238398,1
775936,0
869264,1
423829,1
678796,0
375991,0
678222,0
485931,1
799828,1
632333,0
561152,0
487865,0
675273,0
425699,0
784964,1
269159,0
459725,0
184983,1
469439,0
867342,0
717866,0
753381,0
896238,1
411873,0
981489,1
112456,0
779324,0
798798,1
334983,0
721227,0
992187,1
393864,0
972875,0
917436,0
981971,1
723776,0
988981,0
733226,0
662454,0
849967,1
771741,0
952287,1
196788,1
784252,0
829642,1
583953,1
516579,0
299869,1
154266,0
779899,1
482821,0
287799,0
386272,0
829515,1
741371,0
925342,0
566255,0
964893,0
558553,0
978142,0
767554,0
567797,0
381794,0
897474,0
758392,1
752839,1
792855,0
569875,0
493196,0
292859,1
628158,0
499238,0
275296,0
977986,1
